codigo_municipio_ibge,municipio,uf,nota_media_enem,numero_participantes
1200013,Acrelândia,AC,474.41,337
1200104,Brasiléia,AC,484.33,483
1200203,Cruzeiro do Sul,AC,497.07,2875
1200302,Feijó,AC,465.7,405
1200328,Jordão,AC,450.0,82
1200351,Marechal Thaumaturgo,AC,463.95,198
1200336,Mâncio Lima,AC,474.2,447
1200385,Plácido de Castro,AC,481.56,226
1200807,Porto Acre,AC,472.67,214
1200393,Porto Walter,AC,458.2,124
1200401,Rio Branco,AC,515.08,11616
1200435,Santa Rosa do Purus,AC,451.81,35
1200500,Sena Madureira,AC,489.22,707
1200450,Senador Guiomard,AC,485.89,538
1200609,Tarauacá,AC,473.55,617
1200708,Xapuri,AC,495.87,171
2700300,Arapiraca,AL,521.35,9554
2700409,Atalaia,AL,464.05,788
2700706,Batalha,AL,463.44,1041
2701001,Boca da Mata,AL,480.23,1030
2701407,Campo Alegre,AL,495.6,796
2702306,Coruripe,AL,488.02,1220
2702405,Delmiro Gouveia,AL,484.45,1692
2702900,Girau do Ponciano,AL,485.27,1496
2703106,Igaci,AL,480.69,804
2704302,Maceió,AL,529.27,26200
2704708,Marechal Deodoro,AL,504.61,1218
2705002,Mata Grande,AL,448.57,996
2705705,Olho d'Água das Flores,AL,472.79,1066
2706307,Palmeira dos Índios,AL,488.03,2823
2706703,Penedo,AL,483.54,1942
2706901,Pilar,AL,486.77,1108
2707305,Porto Calvo,AL,458.88,1431
2707701,Rio Largo,AL,492.34,2457
2708006,Santana do Ipanema,AL,473.68,2022
2708402,São José da Tapera,AL,465.61,1220
2708501,São Luís do Quitunde,AL,469.16,1415
2708600,São Miguel dos Campos,AL,504.09,1377
2709152,Teotônio Vilela,AL,507.48,1430
2709202,Traipu,AL,458.3,531
2709301,União dos Palmares,AL,468.18,3155
2709400,Viçosa,AL,479.06,1593
2700102,Água Branca,AL,467.71,802
1300029,Alvarães,AM,436.59,143
1300060,Amaturá,AM,406.91,179
1300086,Anamã,AM,445.49,163
1300102,Anori,AM,458.1,148
1300144,Apuí,AM,461.19,177
1300300,Autazes,AM,444.28,361
1300409,Barcelos,AM,474.46,153
1300508,Barreirinha,AM,443.01,540
1300607,Benjamin Constant,AM,420.67,980
1300631,Beruri,AM,418.09,147
1300680,Boa Vista do Ramos,AM,442.96,301
1300706,Boca do Acre,AM,482.89,440
1300805,Borba,AM,435.37,272
1300839,Caapiranga,AM,410.69,171
1300904,Canutama,AM,440.85,81
1301001,Carauari,AM,460.81,255
1301100,Careiro,AM,455.4,290
1301159,Careiro da Várzea,AM,464.65,213
1301209,Coari,AM,458.69,1186
1301308,Codajás,AM,462.25,316
1301407,Eirunepé,AM,466.8,312
1301506,Envira,AM,445.93,177
1301605,Fonte Boa,AM,440.88,288
1301704,Humaitá,AM,465.16,985
1301803,Ipixuna,AM,445.85,123
1301852,Iranduba,AM,447.59,702
1301902,Itacoatiara,AM,469.86,1919
1301951,Itamarati,AM,419.01,131
1302009,Itapiranga,AM,449.89,143
1302108,Japurá,AM,393.65,102
1302207,Juruá,AM,430.75,150
1302306,Jutaí,AM,419.29,192
1302405,Lábrea,AM,445.61,435
1302504,Manacapuru,AM,461.26,1774
1302553,Manaquiri,AM,438.09,165
1302603,Manaus,AM,503.24,41021
1302702,Manicoré,AM,448.85,397
1302801,Maraã,AM,409.1,129
1302900,Maués,AM,451.61,704
1303007,Nhamundá,AM,455.83,748
1303106,Nova Olinda do Norte,AM,450.47,429
1303205,Novo Airão,AM,460.86,139
1303304,Novo Aripuanã,AM,421.32,300
1303403,Parintins,AM,466.59,2748
1303502,Pauini,AM,435.68,138
1303536,Presidente Figueiredo,AM,479.77,426
1303569,Rio Preto da Eva,AM,459.49,391
1303601,Santa Isabel do Rio Negro,AM,423.29,127
1303700,Santo Antônio do Içá,AM,425.61,256
1304005,Silves,AM,421.11,204
1303809,São Gabriel da Cachoeira,AM,471.31,612
1303908,São Paulo de Olivença,AM,441.59,380
1303957,São Sebastião do Uatumã,AM,432.92,136
1304062,Tabatinga,AM,438.57,990
1304104,Tapauá,AM,475.58,154
1304203,Tefé,AM,462.01,959
1304237,Tonantins,AM,390.97,290
1304260,Uarini,AM,406.84,125
1304302,Urucará,AM,452.03,242
1304401,Urucurituba,AM,437.61,255
1600105,Amapá,AP,451.69,166
1600204,Calçoene,AP,450.18,151
1600279,Laranjal do Jari,AP,478.05,1011
1600303,Macapá,AP,504.83,15644
1600402,Mazagão,AP,461.46,422
1600501,Oiapoque,AP,455.71,644
1600154,Pedra Branca do Amapari,AP,466.87,258
1600535,Porto Grande,AP,476.57,492
1600600,Santana,AP,498.29,3745
1600709,Tartarugalzinho,AP,453.45,214
1600808,Vitória do Jari,AP,452.28,295
2900702,Alagoinhas,BA,507.78,4011
2901007,Amargosa,BA,501.68,1456
2901106,Amélia Rodrigues,BA,484.09,531
2901205,Anagé,BA,487.14,679
2901304,Andaraí,BA,474.43,358
2901353,Andorinha,BA,493.33,385
2902104,Araci,BA,473.07,896
2902609,Baixa Grande,BA,478.19,991
2902708,Barra,BA,460.71,985
2902807,Barra da Estiva,BA,505.82,997
2902906,Barra do Choça,BA,482.62,725
2903201,Barreiras,BA,516.39,6134
2903409,Belmonte,BA,458.29,141
2903904,Bom Jesus da Lapa,BA,492.98,1754
2904100,Boquira,BA,479.98,417
2904308,Brejões,BA,467.31,350
2904506,Brotas de Macaúbas,BA,499.2,401
2904605,Brumado,BA,530.44,1826
2904704,Buerarema,BA,487.92,344
2904753,Buritirama,BA,440.01,415
2904902,Cachoeira,BA,472.06,1248
2905008,Caculé,BA,514.32,1718
2905206,Caetité,BA,524.2,2135
2905404,Cairu,BA,461.91,171
2905602,Camacan,BA,475.82,1193
2905800,Camamu,BA,466.66,816
2905701,Camaçari,BA,505.96,5871
2905909,Campo Alegre de Lourdes,BA,466.24,420
2906006,Campo Formoso,BA,496.84,1563
2906204,Canarana,BA,476.62,755
2906303,Canavieiras,BA,509.52,423
2906501,Candeias,BA,497.55,1830
2906808,Cansanção,BA,460.53,688
2906873,Capim Grosso,BA,494.95,1206
2906907,Caravelas,BA,482.45,266
2907103,Carinhanha,BA,459.87,951
2907202,Casa Nova,BA,485.1,857
2907301,Castro Alves,BA,480.62,759
2907509,Catu,BA,517.86,1074
2908002,Coaraci,BA,491.87,746
2908101,Cocos,BA,477.66,935
2908200,Conceição da Feira,BA,473.87,483
2908408,Conceição do Coité,BA,505.52,1809
2908507,Conceição do Jacuípe,BA,497.29,945
2908903,Coração de Maria,BA,476.97,676
2909000,Cordeiros,BA,506.25,630
2909307,Correntina,BA,488.9,714
2909802,Cruz das Almas,BA,503.07,2264
2909901,Curaçá,BA,482.85,635
2906709,Cândido Sales,BA,482.93,1080
2907806,Cícero Dantas,BA,487.88,1257
2910057,Dias d'Ávila,BA,502.98,1240
2910503,Entre Rios,BA,474.55,915
2910602,Esplanada,BA,479.07,1291
2910701,Euclides da Cunha,BA,480.91,1815
2910727,Eunápolis,BA,523.51,2428
2910800,Feira de Santana,BA,523.06,17047
2911105,Formosa do Rio Preto,BA,467.56,528
2911204,Gandu,BA,488.11,1684
2911600,Governador Mangabeira,BA,483.25,797
2911709,Guanambi,BA,523.18,3806
2912103,Ibicaraí,BA,488.1,1091
2913101,Ibititá,BA,485.01,899
2913200,Ibotirama,BA,470.71,969
2913606,Ilhéus,BA,519.69,4614
2913705,Inhambupe,BA,479.72,1306
2913903,Ipiaú,BA,497.95,2362
2914000,Ipirá,BA,496.56,1734
2914406,Iraquara,BA,499.15,815
2914505,Irará,BA,486.21,1522
2914604,Irecê,BA,534.38,2660
2914653,Itabela,BA,489.03,477
2914703,Itaberaba,BA,487.66,2594
2914802,Itabuna,BA,525.06,5356
2914901,Itacaré,BA,477.17,510
2915502,Itajuípe,BA,490.12,631
2915601,Itamaraju,BA,494.31,1051
2915809,Itambé,BA,483.84,398
2916005,Itanhém,BA,501.77,293
2916104,Itaparica,BA,491.9,349
2916401,Itapetinga,BA,498.62,2144
2917003,Itiúba,BA,463.98,610
2917102,Itororó,BA,494.42,584
2917300,Ituberá,BA,486.24,675
2917508,Jacobina,BA,505.47,2689
2917607,Jaguaquara,BA,494.99,1951
2917706,Jaguarari,BA,500.99,760
2918001,Jequié,BA,521.53,4408
2918100,Jeremoabo,BA,479.18,1334
2918209,Jiquiriçá,BA,493.08,353
2918357,João Dourado,BA,483.39,826
2918407,Juazeiro,BA,514.08,5106
2918506,Jussara,BA,483.46,264
2919157,Lapão,BA,494.13,510
2919207,Lauro de Freitas,BA,536.48,6805
2919504,Livramento de Nossa Senhora,BA,518.21,999
2919553,Luís Eduardo Magalhães,BA,523.09,2032
2919801,Macaúbas,BA,508.46,1131
2920502,Maracás,BA,491.76,964
2920601,Maragogipe,BA,465.38,510
2921005,Mata de São João,BA,486.92,596
2921104,Medeiros Neto,BA,489.96,542
2921203,Miguel Calmon,BA,504.78,480
2921302,Milagres,BA,479.9,576
2921500,Monte Santo,BA,474.34,941
2921708,Morro do Chapéu,BA,480.57,1479
2922003,Mucuri,BA,517.42,588
2922300,Muritiba,BA,491.59,461
2922409,Mutuípe,BA,486.31,763
2922508,Nazaré,BA,470.99,1464
2922904,Nova Soure,BA,485.28,756
2923001,Nova Viçosa,BA,490.95,581
2923209,Oliveira dos Brejinhos,BA,469.24,347
2923407,Palmas de Monte Alto,BA,496.42,504
2923605,Paramirim,BA,506.06,1350
2923704,Paratinga,BA,471.02,720
2923803,Paripiranga,BA,500.17,1466
2924009,Paulo Afonso,BA,512.57,3415
2924306,Piatã,BA,504.82,575
2924405,Pilão Arcado,BA,473.14,404
2924603,Pindobaçu,BA,472.45,592
2924801,Piritiba,BA,478.46,746
2925204,Pojuca,BA,517.99,790
2925303,Porto Seguro,BA,511.82,3031
2925105,Poções,BA,492.4,2478
2925501,Prado,BA,503.33,573
2925600,Presidente Dutra,BA,497.77,354
2925758,Presidente Tancredo Neves,BA,486.74,479
2926004,Remanso,BA,476.98,1016
2926400,Riacho de Santana,BA,504.2,1102
2926202,Riachão das Neves,BA,477.47,321
2926301,Riachão do Jacuípe,BA,499.92,1698
2926608,Ribeira do Pombal,BA,497.32,1853
2927002,Rio Real,BA,496.94,769
2926707,Rio de Contas,BA,488.3,499
2927200,Ruy Barbosa,BA,484.76,1323
2927408,Salvador,BA,527.19,59868
2927507,Santa Bárbara,BA,469.89,563
2928109,Santa Maria da Vitória,BA,490.41,1253
2928406,Santa Rita de Cássia,BA,463.0,860
2928000,Santaluz,BA,482.7,917
2928208,Santana,BA,466.88,752
2928604,Santo Amaro,BA,480.06,1487
2928703,Santo Antônio de Jesus,BA,518.83,3389
2928802,Santo Estêvão,BA,473.97,2189
2929602,Sapeaçu,BA,478.46,678
2929909,Seabra,BA,509.26,2145
2930105,Senhor do Bonfim,BA,496.28,2756
2930204,Sento Sé,BA,462.43,382
2930303,Serra Dourada,BA,461.08,802
2930154,Serra do Ramalho,BA,471.32,511
2930501,Serrinha,BA,493.92,3080
2930709,Simões Filho,BA,496.99,2464
2930774,Sobradinho,BA,494.99,477
2929701,Sátiro Dias,BA,480.65,254
2929107,São Felipe,BA,474.79,522
2929206,São Francisco do Conde,BA,468.69,639
2929255,São Gabriel,BA,498.65,403
2929305,São Gonçalo dos Campos,BA,479.97,773
2929503,São Sebastião do Passé,BA,491.81,670
2931004,Tanhaçu,BA,489.24,418
2931350,Teixeira de Freitas,BA,525.77,3414
2931905,Tucano,BA,489.16,1145
2932002,Uauá,BA,493.62,564
2932200,Ubaitaba,BA,482.28,926
2932101,Ubaíra,BA,480.81,418
2932408,Uibaí,BA,505.82,292
2932457,Umburanas,BA,471.72,398
2932507,Una,BA,494.21,340
2932606,Urandi,BA,515.47,388
2933000,Valente,BA,507.34,838
2932903,Valença,BA,512.4,1965
2933208,Vera Cruz,BA,476.34,848
2933307,Vitória da Conquista,BA,539.28,11350
2933604,Xique-Xique,BA,475.54,1332
2300150,Acarape,CE,499.76,421
2300200,Acaraú,CE,518.59,1269
2300309,Acopiara,CE,484.37,1314
2300705,Alto Santo,CE,488.49,485
2300754,Amontada,CE,474.04,1159
2301000,Aquiraz,CE,509.57,1540
2301109,Aracati,CE,500.92,2025
2301208,Aracoiaba,CE,489.71,1039
2301307,Araripe,CE,485.23,977
2301406,Aratuba,CE,478.79,427
2301604,Assaré,CE,482.44,1050
2301703,Aurora,CE,516.56,626
2301851,Banabuiú,CE,490.81,366
2301901,Barbalha,CE,522.83,2105
2301950,Barreira,CE,488.83,561
2302008,Barro,CE,521.3,576
2302057,Barroquinha,CE,492.76,451
2302107,Baturité,CE,478.32,1495
2302206,Beberibe,CE,508.25,1120
2302305,Bela Cruz,CE,513.38,618
2302404,Boa Viagem,CE,473.0,1093
2302503,Brejo Santo,CE,510.6,2045
2302602,Camocim,CE,504.66,1757
2302701,Campos Sales,CE,488.35,1151
2302800,Canindé,CE,511.6,2150
2303006,Caridade,CE,474.58,745
2303204,Caririaçu,CE,515.96,762
2303105,Cariré,CE,521.66,721
2303501,Cascavel,CE,505.17,1447
2303709,Caucaia,CE,512.23,6572
2303808,Cedro,CE,500.16,646
2303907,Chaval,CE,508.84,315
2304004,Coreaú,CE,497.07,772
2304103,Crateús,CE,518.28,2206
2304202,Crato,CE,535.27,3796
2304251,Cruz,CE,536.97,462
2304285,Eusébio,CE,542.12,1952
2304301,Farias Brito,CE,503.27,528
2304350,Forquilha,CE,496.14,762
2304400,Fortaleza,CE,547.14,62174
2304707,Granja,CE,477.52,1401
2305001,Guaraciaba do Norte,CE,509.51,1438
2305209,Hidrolândia,CE,523.09,455
2305233,Horizonte,CE,501.14,1873
2305308,Ibiapina,CE,507.4,709
2305357,Icapuí,CE,502.6,524
2305407,Icó,CE,487.11,1706
2305506,Iguatu,CE,512.89,3184
2305605,Independência,CE,487.39,625
2305803,Ipu,CE,500.14,1434
2305902,Ipueiras,CE,494.84,977
2306009,Iracema,CE,490.31,480
2306108,Irauçuba,CE,500.83,510
2306256,Itaitinga,CE,492.13,1063
2306306,Itapajé,CE,519.04,1396
2306405,Itapipoca,CE,497.2,3894
2306553,Itarema,CE,499.84,840
2306603,Itatira,CE,480.8,754
2306702,Jaguaretama,CE,489.48,313
2306900,Jaguaribe,CE,495.31,1194
2307007,Jaguaruana,CE,509.33,1026
2307106,Jardim,CE,495.97,1325
2307254,Jijoca de Jericoacoara,CE,518.16,911
2307304,Juazeiro do Norte,CE,538.67,8145
2307403,Jucás,CE,487.6,1025
2307502,Lavras da Mangabeira,CE,499.25,792
2307601,Limoeiro do Norte,CE,533.89,2033
2307635,Madalena,CE,481.68,428
2307650,Maracanaú,CE,515.86,4839
2307700,Maranguape,CE,507.12,2042
2307809,Marco,CE,483.97,1620
2308005,Massapê,CE,497.65,793
2308104,Mauriti,CE,508.75,1285
2308302,Milagres,CE,511.19,905
2308401,Missão Velha,CE,502.99,844
2308500,Mombaça,CE,489.65,938
2308609,Monsenhor Tabosa,CE,490.33,552
2308708,Morada Nova,CE,515.66,1222
2309003,Mucambo,CE,518.56,1056
2309102,Mulungu,CE,505.58,291
2309201,Nova Olinda,CE,482.87,655
2309300,Nova Russas,CE,492.75,1495
2309409,Novo Oriente,CE,492.35,865
2309458,Ocara,CE,468.25,821
2309508,Orós,CE,489.22,443
2309607,Pacajus,CE,504.22,1882
2309706,Pacatuba,CE,490.93,1495
2309805,Pacoti,CE,472.89,947
2310209,Paracuru,CE,498.42,1035
2310258,Paraipaba,CE,509.8,893
2310308,Parambu,CE,472.76,595
2310506,Pedra Branca,CE,481.65,891
2310704,Pentecoste,CE,506.11,1216
2310852,Pindoretama,CE,485.97,643
2311108,Porteiras,CE,498.2,547
2311264,Quiterianópolis,CE,470.12,505
2311306,Quixadá,CE,491.0,2598
2311405,Quixeramobim,CE,501.61,1670
2311603,Redenção,CE,486.91,1031
2311801,Russas,CE,524.3,1389
2312205,Santa Quitéria,CE,491.39,1124
2312007,Santana do Acaraú,CE,508.95,813
2312106,Santana do Cariri,CE,482.15,329
2312700,Senador Pompeu,CE,507.79,653
2312908,Sobral,CE,538.08,5754
2313005,Solonópole,CE,492.0,550
2312304,São Benedito,CE,510.95,1976
2312403,São Gonçalo do Amarante,CE,496.5,1598
2313104,Tabuleiro do Norte,CE,512.19,794
2313203,Tamboril,CE,476.75,717
2313302,Tauá,CE,502.29,1417
2313351,Tejuçuoca,CE,490.65,701
2313401,Tianguá,CE,514.84,2269
2313500,Trairi,CE,497.92,1522
2313609,Ubajara,CE,513.38,1048
2313807,Uruburetama,CE,490.27,1251
2313906,Uruoca,CE,483.23,558
2313955,Varjota,CE,508.05,789
2314102,Viçosa do Ceará,CE,496.01,1928
2314003,Várzea Alegre,CE,500.43,1252
5300108,Brasília,DF,552.12,60998
3200102,Afonso Cláudio,ES,534.13,484
3200201,Alegre,ES,539.99,881
3200409,Anchieta,ES,539.25,1044
3200607,Aracruz,ES,547.33,1481
3200805,Baixo Guandu,ES,519.78,379
3200904,Barra de São Francisco,ES,514.16,812
3201159,Brejetuba,ES,526.41,136
3201209,Cachoeiro de Itapemirim,ES,546.07,3390
3201308,Cariacica,ES,525.15,5563
3201407,Castelo,ES,551.1,490
3201506,Colatina,ES,548.54,2289
3201605,Conceição da Barra,ES,509.01,373
3201902,Domingos Martins,ES,559.15,696
3202108,Ecoporanga,ES,505.62,316
3202405,Guarapari,ES,537.25,2059
3202306,Guaçuí,ES,526.41,592
3202801,Itapemirim,ES,526.57,522
3203007,Iúna,ES,530.47,985
3203056,Jaguaré,ES,520.63,338
3203130,João Neiva,ES,555.31,313
3203205,Linhares,ES,541.91,2679
3203320,Marataízes,ES,533.79,833
3203403,Mimoso do Sul,ES,534.63,385
3203502,Montanha,ES,517.29,443
3203908,Nova Venécia,ES,539.38,1036
3204054,Pedro Canário,ES,509.96,329
3204104,Pinheiros,ES,513.51,383
3204559,Santa Maria de Jetibá,ES,537.49,535
3204609,Santa Teresa,ES,547.71,691
3205002,Serra,ES,531.79,8626
3205010,Sooretama,ES,516.22,262
3204708,São Gabriel da Palha,ES,533.32,620
3204906,São Mateus,ES,535.1,2128
3205069,Venda Nova do Imigrante,ES,557.13,758
3205101,Viana,ES,511.34,933
3205200,Vila Velha,ES,556.5,8841
3205309,Vitória,ES,574.19,8402
3200169,Água Doce do Norte,ES,497.72,159
5200134,Acreúna,GO,501.3,536
5200308,Alexânia,GO,522.23,402
5200803,Alvorada do Norte,GO,493.71,293
5201108,Anápolis,GO,555.31,7693
5201405,Aparecida de Goiânia,GO,530.14,8578
5201702,Aragarças,GO,498.53,294
5203203,Barro Alto,GO,493.46,124
5203500,Bom Jesus de Goiás,GO,519.46,240
5204508,Caldas Novas,GO,528.42,1737
5204904,Campos Belos,GO,486.81,816
5205109,Catalão,GO,540.44,3123
5205307,Cavalcante,GO,434.96,334
5205406,Ceres,GO,534.07,1368
5205471,Chapadão do Céu,GO,499.91,261
5205497,Cidade Ocidental,GO,503.78,1235
5206206,Cristalina,GO,512.55,782
5207907,Flores de Goiás,GO,443.41,143
5208004,Formosa,GO,511.74,2477
5208806,Goianira,GO,508.2,1377
5208608,Goianésia,GO,535.25,1474
5209101,Goiatuba,GO,527.17,475
5208905,Goiás,GO,528.5,677
5208707,Goiânia,GO,567.71,33220
5210000,Inhumas,GO,537.33,1232
5210109,Ipameri,GO,540.11,379
5210208,Iporá,GO,524.88,1123
5210406,Itaberaí,GO,531.54,856
5210901,Itapaci,GO,504.38,887
5211206,Itapuranga,GO,528.41,687
5211503,Itumbiara,GO,537.54,2003
5211800,Jaraguá,GO,506.05,1017
5211909,Jataí,GO,537.96,2734
5212204,Jussara,GO,502.02,723
5212501,Luziânia,GO,510.15,2638
5212709,Mambaí,GO,480.93,248
5213087,Minaçu,GO,507.91,488
5213103,Mineiros,GO,528.88,1305
5213806,Morrinhos,GO,532.07,1016
5214002,Mozarlândia,GO,479.56,431
5214507,Nerópolis,GO,516.02,871
5214606,Niquelândia,GO,507.98,548
5215231,Novo Gama,GO,500.21,1124
5215603,Padre Bernardo,GO,483.67,388
5217104,Piracanjuba,GO,523.3,846
5217302,Pirenópolis,GO,511.94,617
5217401,Pires do Rio,GO,535.14,919
5217609,Planaltina,GO,497.06,1497
5218003,Porangatu,GO,504.08,1188
5218300,Posse,GO,485.7,1281
5218508,Quirinópolis,GO,515.48,1041
5218805,Rio Verde,GO,529.66,3766
5218904,Rubiataba,GO,522.64,490
5219308,Santa Helena de Goiás,GO,517.98,597
5219753,Santo Antônio do Descoberto,GO,500.87,863
5220454,Senador Canedo,GO,518.92,2288
5220603,Silvânia,GO,520.84,990
5220108,São Luís de Montes Belos,GO,502.24,1511
5220207,São Miguel do Araguaia,GO,502.51,585
5221403,Trindade,GO,517.49,3686
5221601,Uruaçu,GO,517.48,1495
5221858,Valparaíso de Goiás,GO,515.18,3435
5200258,Águas Lindas de Goiás,GO,494.8,3692
2100204,Alcântara,MA,462.1,357
2100501,Alto Parnaíba,MA,452.91,215
2100600,Amarante do Maranhão,MA,469.22,855
2100709,Anajatuba,MA,463.49,425
2100907,Araioses,MA,474.31,499
2100956,Arame,MA,460.08,530
2101004,Arari,MA,478.75,1323
2100055,Açailândia,MA,503.4,2356
2101202,Bacabal,MA,484.74,3669
2101301,Bacuri,MA,458.48,514
2101400,Balsas,MA,495.27,3266
2101608,Barra do Corda,MA,496.65,1694
2101707,Barreirinhas,MA,465.78,1041
2101509,Barão de Grajaú,MA,482.6,498
2101905,Bequimão,MA,458.32,365
2102002,Bom Jardim,MA,470.51,745
2102101,Brejo,MA,467.77,908
2102309,Buriti Bravo,MA,466.01,708
2102325,Buriticupu,MA,459.6,1355
2102804,Carolina,MA,493.95,473
2102903,Carutapera,MA,461.72,1104
2103000,Caxias,MA,492.1,5100
2103208,Chapadinha,MA,478.64,2373
2103307,Codó,MA,478.19,2798
2103406,Coelho Neto,MA,469.36,1661
2103505,Colinas,MA,468.75,1270
2103604,Coroatá,MA,483.18,1371
2103703,Cururupu,MA,467.71,575
2103802,Dom Pedro,MA,498.46,1406
2104008,Esperantinópolis,MA,472.93,818
2104057,Estreito,MA,480.43,784
2104081,Fernando Falcão,MA,454.18,34
2104099,Formosa da Serra Negra,MA,463.51,810
2104677,Governador Nunes Freire,MA,463.25,439
2104800,Grajaú,MA,466.51,1587
2105005,Humberto de Campos,MA,459.49,513
2105104,Icatu,MA,449.24,1093
2105302,Imperatriz,MA,522.69,9537
2105401,Itapecuru Mirim,MA,465.88,1597
2105427,Itinga do Maranhão,MA,471.47,376
2105500,João Lisboa,MA,493.61,991
2105708,Lago da Pedra,MA,476.48,1585
2106326,Maracaçumé,MA,455.62,783
2106508,Matinha,MA,454.15,759
2106805,Mirinzal,MA,451.85,907
2107001,Montes Altos,MA,471.25,576
2107803,Parnarama,MA,453.87,1205
2107506,Paço do Lumiar,MA,495.57,3858
2108207,Pedreiras,MA,492.79,1905
2108306,Penalva,MA,453.01,597
2108504,Pindaré-Mirim,MA,488.39,618
2108603,Pinheiro,MA,489.48,3118
2108702,Pio XII,MA,463.89,713
2109007,Porto Franco,MA,481.09,1110
2109106,Presidente Dutra,MA,484.09,2008
2109452,Raposa,MA,475.74,835
2109601,Rosário,MA,471.76,1418
2109809,Santa Helena,MA,486.53,743
2109908,Santa Inês,MA,494.8,3103
2110005,Santa Luzia,MA,479.12,1303
2110039,Santa Luzia do Paruá,MA,473.65,859
2110203,Santa Rita,MA,467.32,784
2110500,São Bento,MA,455.91,1298
2110609,São Bernardo,MA,454.67,2010
2110708,São Domingos do Maranhão,MA,483.73,1258
2111201,São José de Ribamar,MA,485.83,2648
2111102,São João dos Patos,MA,471.37,1927
2111300,São Luís,MA,519.82,40933
2111508,São Mateus do Maranhão,MA,472.29,1142
2111607,São Raimundo das Mangabeiras,MA,472.16,872
2111706,São Vicente Ferrer,MA,437.71,1050
2112100,Timbiras,MA,454.9,727
2112209,Timon,MA,508.41,4013
2112308,Tuntum,MA,491.52,471
2112407,Turiaçu,MA,442.96,591
2112506,Tutóia,MA,478.78,1276
2112605,Urbano Santos,MA,451.38,1266
2112704,Vargem Grande,MA,457.47,1317
2112803,Viana,MA,462.28,1077
2113009,Vitorino Freire,MA,479.64,1269
2114007,Zé Doca,MA,475.85,1239
3100203,Abaeté,MG,538.87,590
3101102,Aimorés,MG,518.57,691
3101607,Alfenas,MG,554.25,2170
3101706,Almenara,MG,498.56,1253
3101904,Alpinópolis,MG,547.12,680
3102308,Alvinópolis,MG,525.08,318
3101508,Além Paraíba,MG,532.6,798
3102605,Andradas,MG,551.94,549
3102803,Andrelândia,MG,519.16,688
3103504,Araguari,MG,553.94,1877
3104007,Araxá,MG,558.79,1731
3103405,Araçuaí,MG,503.21,1597
3104205,Arcos,MG,555.71,631
3104304,Areado,MG,533.69,591
3104502,Arinos,MG,485.07,731
3104908,Baependi,MG,553.08,375
3105103,Bambuí,MG,556.15,517
3105608,Barbacena,MG,552.06,3800
3105400,Barão de Cocais,MG,544.64,559
3106200,Belo Horizonte,MG,576.91,51559
3106309,Belo Oriente,MG,508.46,417
3106705,Betim,MG,543.83,6090
3107109,Boa Esperança,MG,535.7,1175
3107307,Bocaiúva,MG,523.48,1402
3107406,Bom Despacho,MG,556.51,721
3108008,Bom Sucesso,MG,531.01,496
3108255,Bonito de Minas,MG,448.23,245
3108552,Brasilândia de Minas,MG,497.35,474
3108602,Brasília de Minas,MG,497.47,1124
3109006,Brumadinho,MG,545.93,877
3109303,Buritis,MG,488.02,531
3110004,Caeté,MG,551.45,692
3110608,Cambuí,MG,544.14,743
3111200,Campo Belo,MG,553.75,1285
3111507,Campos Altos,MG,520.88,188
3111606,Campos Gerais,MG,531.54,590
3112307,Capelinha,MG,530.67,1047
3113305,Carangola,MG,530.29,1370
3113404,Caratinga,MG,545.07,2486
3113701,Carlos Chagas,MG,500.92,255
3114303,Carmo do Paranaíba,MG,537.25,525
3113800,Carmésia,MG,497.34,128
3115300,Cataguases,MG,560.88,1106
3115508,Caxambu,MG,537.23,948
3116605,Cláudio,MG,551.27,684
3117504,Conceição do Mato Dentro,MG,521.41,442
3118007,Congonhas,MG,553.2,1025
3118304,Conselheiro Lafaiete,MG,560.52,2551
3118403,Conselheiro Pena,MG,515.73,462
3118601,Contagem,MG,556.01,10482
3118809,Coração de Jesus,MG,492.82,578
3119104,Corinto,MG,504.72,511
3119302,Coromandel,MG,524.52,536
3119401,Coronel Fabriciano,MG,560.64,1417
3120904,Curvelo,MG,531.9,1848
3121605,Diamantina,MG,534.52,2280
3122306,Divinópolis,MG,573.82,5001
3123700,Engenheiro Caldas,MG,519.11,379
3123908,Entre Rios de Minas,MG,546.94,663
3124005,Ervália,MG,543.99,381
3124104,Esmeraldas,MG,527.85,578
3124302,Espinosa,MG,510.13,575
3125101,Extrema,MG,543.66,641
3126109,Formiga,MG,580.41,982
3126703,Francisco Sá,MG,498.93,587
3127107,Frutal,MG,519.36,1070
3127701,Governador Valadares,MG,542.0,5758
3128006,Guanhães,MG,523.04,901
3128709,Guaxupé,MG,562.59,1000
3129806,Ibirité,MG,534.01,2420
3130101,Igarapé,MG,532.18,671
3130606,Inconfidentes,MG,553.22,501
3130903,Inhapim,MG,526.07,681
3131307,Ipatinga,MG,566.01,5360
3131703,Itabira,MG,547.96,2473
3131901,Itabirito,MG,557.57,966
3132107,Itacarambi,MG,468.57,531
3132404,Itajubá,MG,564.16,3530
3132503,Itamarandiba,MG,524.15,883
3133303,Itaobim,MG,490.13,804
3133808,Itaúna,MG,583.85,1225
3134202,Ituiutaba,MG,521.8,2353
3134400,Iturama,MG,506.76,963
3134707,Jacinto,MG,479.1,386
3135100,Janaúba,MG,521.57,1853
3135209,Januária,MG,493.65,1813
3135050,Jaíba,MG,494.16,536
